household_key,financial_health_score,predicted_risk_level,top_shap_driver,recommendation_category,personalized_recommendation
111045_7_1,67.8,High Risk,credit_defaulted,Expense Optimization,"This household is assessed as **High Risk** (Financial Health Score: 68/100), driven mainly by a prior credit default on record. Recommended focus: **Expense Optimization** — review non-food/discretionary spending categories for the biggest cuts, and compare essential-good suppliers for lower prices. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111046_1_1,80.9,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111046_6_1,88.3,Low Risk,employment_capacity,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by few working members supporting the household. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111047_1_1,88.3,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111047_6_1,63.8,High Risk,credit_defaulted,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 64/100), driven mainly by a prior credit default on record. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111048_10_1,67.0,High Risk,credit_defaulted,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 67/100), driven mainly by a prior credit default on record. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111048_1_1,79.9,Medium Risk,financial_surplus,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 80/100), driven mainly by limited financial surplus after expenses. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111048_5_1,79.2,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111049_1_1,82.7,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 83/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111049_7_1,68.9,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 69/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
111050_2_1,75.9,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 76/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
